name,price,rating,ac_type,capacity,features
Carrier CAW18EC3R32F0 2024 1.5 Ton 3 Star Window AC,"₹31,766",--rating: 4.35;,Window AC,1.5 Ton Capacity,"['Digital Panel Display', 'Air Swing, Auto Restart', 'Dehumidification', 'Turbo Mode, Sleep Mode', 'Dust Filter', '3 Star Rating']"
Blue Star IC518QNURS 1.5 Ton 5 Star 2023 Inverter Split AC,"₹45,000",--rating: 4.2;,Split AC,1.5 Ton Capacity,"['Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', '5 Star Rating', 'Copper Condenser Coil']"
Lloyd GLS18I3FOSBW 1.5 Ton 3 Star 2024 Inverter Split AC,"₹34,150",--rating: 4.65;,Split AC,1.5 Ton Capacity,"['Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', '3 Star Rating', 'Copper Condenser Coil']"
Blue Star IC512TNUR 1 Ton 5 Star 2023 Inverter Split AC,"₹37,500",--rating: 4.15;,Split AC,1 Ton Capacity,"['Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', '5 Star Rating', 'Copper Condenser Coil']"
Blue Star ID312DNU 1 Ton 3 Star 2023 Inverter Split AC,"₹39,990",--rating: 4.7;,Split AC,1 Ton Capacity,"['Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Sleep Mode', 'Dust Filter', '3 Star Rating', 'Copper Condenser Coil']"
Haier HSU18K-PYFR4BN-INV 1.5 Ton 4 Star 2023 Inverter Split AC,"₹47,990",--rating: 4.65;,Split AC,1.5 Ton Capacity,"['Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Self Diagnosis', 'Auto Clean']"
Blue Star IC318DNU 1.5 Ton 3 Star 2023 Inverter Split AC,"₹37,858",--rating: 4.65;,Split AC,1.5 Ton Capacity,"['Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Memory Feature', '3 Star Rating']"
Blue Star WID324L 2 Ton 3 Star 2024 Inverter Window AC,"₹39,990",--rating: 4.25;,Window AC,2 Ton Capacity,"['Digital Panel Display', 'Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Sleep Mode', 'Dust Filter', 'Self Diagnosis, Memory Feature']"
Lloyd GLS18I5FWBEW 1.5 Ton 5 Star 2023 Inverter Split AC,"₹38,490",--rating: 4.4;,Split AC,1.5 Ton Capacity,"['Hidden LED Display Panel Display', '4-Way Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', '5 Star Rating']"
Whirlpool SAI18P34DEP0 1.5 Ton 3 Star 2024 Inverter Split AC,"₹29,890",--rating: 4.15;,Split AC,1.5 Ton Capacity,"['Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Self Diagnosis, Memory Feature', '3 Star Rating']"
Lloyd GLS12I3FOSEV 1 Ton 3 Star 2024 Inverter Split AC,"₹29,448",--rating: 4.45;,Split AC,1 Ton Capacity,"['Hidden LED Panel Display', 'Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Self Diagnosis']"
Carrier Estrella Exi CIW18EC3R34F0 1.5 Ton 3 Star Inverter Window AC,"₹33,999",--rating: 4.45;,Window AC,1.5 Ton Capacity,"['Digital Panel Display', 'Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', '3 Star Rating']"
Blue Star WID518L 1.5 Ton 5 Star 2024 Inverter Window AC,"₹42,766",--rating: 4.75;,Window AC,1.5 Ton Capacity,"['Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Memory Feature', 'Night Glow Buttons']"
Panasonic CS/CU-KU18AKY 1.5 Ton 3 Star 2023 Inverter Split AC,"₹38,530",--rating: 4.5;,Split AC,1.5 Ton Capacity,"['Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', '3 Star Rating', 'Copper Condenser Coil']"
Panasonic CS/CU-KN18AKY 1.5 Ton 3 Star 2024 Split AC,"₹49,335",--rating: 4.7;,Split AC,1.5 Ton Capacity,"['2-Way Air Swing, Auto Restart', 'Dehumidification', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Self Diagnosis, Memory Feature', '3 Star Rating']"
Panasonic CS/CU-EU18AKY5X 1.5 Ton 5 Star 2024 Inverter Split AC,"₹47,870",--rating: 4.6;,Split AC,1.5 Ton Capacity,"['2-Way Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Auto Clean', '5 Star Rating']"
Haier HSU19E-TXG5BN-INV 1.6 Ton 5 Star 2024 Inverter Split AC,"₹76,500",--rating: 4.15;,Split AC,1.6 Ton Capacity,"['Hidden LED Panel Display', 'Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', '5 Star Rating']"
Voltas 183V CAX 1.5 Ton 3 Star 2024 Inverter Split AC,"₹31,490",--rating: 4.55;,Split AC,1.5 Ton Capacity,"['Hidden Panel Display', 'Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Memory Feature']"
Blue Star IC318VNUS 1.5 Ton 3 Star Inverter Split AC,"₹64,500",--rating: 4.3;,Split AC,1.5 Ton Capacity,"['LED Panel Display', '4-Way Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Self Diagnosis']"
Blue Star IA518ENU 1.5 Ton 5 Star 2023 Inverter Split AC,"₹50,569",--rating: 4.2;,Split AC,1.5 Ton Capacity,"['Hidden Panel Display', 'Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', '5 Star Rating']"
IFB CI1332D113GN1 1 Ton 3 Star 2024 Inverter Split AC,"₹31,850",--rating: 4.2;,Split AC,1 Ton Capacity,"['Hidden LED Panel Display', '2-Way Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Self Diagnosis']"
Hisense AS-18TR4R5AP1 1.5 Ton 5 Star 2024 Inverter Split AC,"₹38,990",--rating: 4.1;,Split AC,1.5 Ton Capacity,"['2-Way Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Self Diagnosis, Memory Feature', 'Auto Clean']"
Panasonic CS/CU-EU18AKY3 1.5 Ton 3 Star 2024 Inverter Split AC,"₹46,035",--rating: 4.25;,Split AC,1.5 Ton Capacity,"['Hidden Panel Display', '4-Way Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Sleep Mode', 'Dust Filter', 'Auto Clean']"
Haier HSU18C-TQG4BN-INV 1.5 Ton 4 Star 2024 Inverter Split AC,"₹36,999",--rating: 4.75;,Split AC,1.5 Ton Capacity,"['Hidden Panel Display', '4-Way Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Sleep Mode', 'Dust Filter', 'Auto Clean']"
Godrej EI 24IINV3R32 WWR 2 Ton 3 Star 2023 Inverter Split AC,"₹42,090",--rating: 4.6;,Split AC,2 Ton Capacity,"['Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Self Diagnosis, Memory Feature', '3 Star Rating']"
Godrej SIC 18ITC5-WWR 1.5 Ton 5 Star 2022 Inverter Split AC,"₹38,500",--rating: 4.75;,Split AC,1.5 Ton Capacity,"['Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Self Diagnosis', 'Night Glow Buttons']"
Lloyd GLS18H3FWRHP 1.5 Ton 3 Star Inverter Split AC,"₹35,990",--rating: 4.75;,Split AC,1.5 Ton Capacity,"['Hidden Panel Display', '4-Way Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Hot And Cold, Turbo Mode, Sleep Mode', 'Dust Filter', 'Self Diagnosis']"
Lloyd GLS12I3FOSBV 1 Ton 3 Star 2023 Inverter Split AC,"₹28,990",--rating: 4.6;,Split AC,1 Ton Capacity,"['Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', '3 Star Rating', 'Copper Condenser Coil']"
Godrej SIC 20ITC5-WWR 1.7 Ton 5 Star Inverter Split AC,"₹38,000",--rating: 4.6;,Split AC,1.7 Ton Capacity,"['Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Self Diagnosis', 'Auto Clean']"
Lloyd GLS18I3FOSBV 1.5 Ton 3 Star 2023 Inverter Split AC,"₹35,990",--rating: 4.1;,Split AC,1.5 Ton Capacity,"['Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', '3 Star Rating', 'Copper Condenser Coil']"
Godrej SIC 30LTC3-GWR 2.5 Ton 3 Star Inverter Split AC,"₹48,990",--rating: 4.6;,Split AC,2.5 Ton Capacity,"['LED Panel Display', '4-Way Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Self Diagnosis']"
Croma CRLA018WAD193306 1.5 Ton 3 Star 2023 Window AC,"₹28,590",--rating: 4.4;,Window AC,1.5 Ton Capacity,"['LED Panel Display', 'Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', '3 Star Rating']"
Onida IR123PRSG 1 Ton 3 Star 2023 Inverter Split AC,"₹40,900",--rating: 4.35;,Split AC,1 Ton Capacity,"['Air Swing, Auto Restart', 'Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Auto Clean', '3 Star Rating']"
Haier HSU52V-TBS5BN 1.5 Ton 5 Star 2023 Dual Inverter Split AC,"₹40,490",--rating: 4;,Split AC,1.5 Ton Capacity,"['Hidden Panel Display', 'Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', '5 Star Rating']"
Lloyd GLS12I3FOSEC 1 Ton 3 Star 2023 Inverter Split AC,"₹31,200",--rating: 4.5;,Split AC,1 Ton Capacity,"['Air Swing, Auto Restart', 'Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', '3 Star Rating', 'Copper Condenser Coil']"
Carrier Flexicool 12K KURVE RXI 1 Ton 3 Star 2023 Inverter Split AC,"₹35,000",--rating: 4;,Split AC,1 Ton Capacity,"['Hidden Panel Display', 'Air Swing, Auto Restart', 'Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', '3 Star Rating']"
Blue Star ID312YNU 1 Ton 3 Star Inverter Split AC,"₹51,500",--rating: 4.35;,Split AC,1 Ton Capacity,"['Hidden Panel Display', 'Air Swing, Auto Restart', 'Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Self Diagnosis']"
Midea MAI18SR5R32W0 1.5 Ton 5 Star 2024 Inverter Split AC,"₹37,190",--rating: 4.65;,Split AC,1.5 Ton Capacity,"['Hidden Panel Display', 'Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Auto Clean']"
Haier HSU50C-TQS3BN-INV 1.5 Ton 3 Star 2023 Inverter Split AC,"₹32,990",--rating: 4.3;,Split AC,1.5 Ton Capacity,"['Hidden Panel Display', 'Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Auto Clean']"
Panasonic CS/CU-EU12AKY5FM 1 Ton 5 Star Inverter Split AC,"₹38,990",--rating: 4.65;,Split AC,1 Ton Capacity,"['Hidden Panel Display', '4-Way Air Swing, Auto Restart', 'Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Auto Clean']"
Panasonic CS/CU-EU12AKY3F 1 Ton 3 Star 2024 Inverter Split AC,"₹32,490",--rating: 4.3;,Split AC,1 Ton Capacity,"['Hidden Panel Display', 'Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Auto Clean']"
Haier HSU19K-PYFR5BN-INV 1.6 Ton 5 Star 2024 Inverter Split AC,"₹43,450",--rating: 4.6;,Split AC,1.6 Ton Capacity,"['Hidden LED Panel Display', 'Air Swing, Auto Restart', 'Wi-Fi Connectivity, APP Control, Voice Control', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter']"
Carrier CAI24ES3R32F0 2 Ton 3 Star 2024 Inverter Split AC,"₹49,600",--rating: 4.75;,Split AC,2 Ton Capacity,"['Hidden Panel Display', '2-Way Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Auto Clean']"
Blue Star IC512YNUR 1 Ton 5 Star 2024 Inverter Split AC,"₹37,150",--rating: 4.35;,Split AC,1 Ton Capacity,"['Hidden Panel Display', '4-Way Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Memory Feature']"
Blue Star IC518YNURS 1.5 Ton 5 Star 2023 Inverter Split AC,"₹45,551",--rating: 4.05;,Split AC,1.5 Ton Capacity,"['Hidden Panel Display', '4-Way Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Memory Feature']"
LG TS-Q19YNZE 1.5 Ton 5 Star 2023 Dual Inverter Split AC,"₹46,490",--rating: 4.4;,Split AC,1.5 Ton Capacity,"['LED Panel Display', '4-Way Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Self Diagnosis, Memory Feature']"
LG TS-Q24ENXE 2 Ton 3 Star 2024 Dual Inverter Split AC,"₹63,955",--rating: 4.65;,Split AC,2 Ton Capacity,"['Hidden Panel Display', '4-Way Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Sleep Mode', 'Dust Filter', 'Self Diagnosis, Memory Feature']"
O General AFGB14BBAA-B 1.2 Ton 3 Star 2023 Window AC,"₹40,540",--rating: 4.6;,Window AC,1.2 Ton Capacity,"['Air Swing, Auto Restart', 'Sleep Mode', 'Dust Filter', 'Self Diagnosis', '3 Star Rating', 'Copper Condenser Coil']"
Lloyd GLS18H5FWRHC 1.5 Ton 5 Star 2023 Inverter Split AC,"₹45,400",--rating: 4.05;,Split AC,1.5 Ton Capacity,"['Hidden LED Display Panel Display', 'Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Hot And Cold, Turbo Mode, Sleep Mode', 'Dust Filter', 'Self Diagnosis']"
MarQ by Flipkart 073SICH23W 0.7 Ton 3 Star 2023 Inverter Split AC,"₹25,999",--rating: 4.4;,Split AC,0.7 Ton Capacity,"['Hidden LED Display Panel Display', 'Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Memory Feature']"
Blue Star IC318YNUS 1.5 Ton 3 Star 2023 Inverter Split AC,"₹34,490",--rating: 4.6;,Split AC,1.5 Ton Capacity,"['LED Panel Display', 'Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Self Diagnosis, Memory Feature']"
Blue Star FB324DNU 2 Ton 3 Star 2022 Split AC,"₹45,990",--rating: 4.2;,Split AC,2 Ton Capacity,"['LED Panel Display', 'Air Swing, Auto Restart', 'Dehumidification', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Self Diagnosis']"
Lloyd GLS18I3KWSEA 1.5 Ton 3 Star 2023 Inverter Split AC,"₹34,150",--rating: 4.2;,Split AC,1.5 Ton Capacity,"['4-Way Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Self Diagnosis', 'Night Glow Buttons']"
LG RS-Q19JNYE1 1.5 Ton 4 Star 2023 Inverter Split AC,"₹78,799",--rating: 4.2;,Split AC,1.5 Ton Capacity,"['LED Panel Display', '4-Way Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Self Diagnosis, Memory Feature']"
Croma CRLA012WAD193301 1 Ton 3 Star 2022 Window AC,"₹26,490",--rating: 4.1;,Window AC,1 Ton Capacity,"['Air Swing, Auto Restart', 'Dehumidification', 'Turbo Mode', 'Dust Filter', 'Night Glow Buttons', 'Auto Clean']"
LG RS-Q18TNXE 1.5 Ton 3 Star 2023 Inverter Split AC,"₹74,721",--rating: 4.75;,Split AC,1.5 Ton Capacity,"['2-Way Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Self Diagnosis, Memory Feature', 'Night Glow Buttons']"
Voltas SAC 243V Vectra Elegant 2 Ton 3 Star Inverter Split AC,"₹42,490",--rating: 4;,Split AC,2 Ton Capacity,"['Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Self Diagnosis', 'Night Glow Buttons']"
IFB FastCool CI1833F223G5 1.5 Ton 3 Star 2023 Inverter Split AC,"₹35,800",--rating: 4.55;,Split AC,1.5 Ton Capacity,"['Hidden LED Panel Display', 'Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Self Diagnosis, Memory Feature']"
Candy WAC 185C IOW-INV 1.5 Ton 5 Star 2023 Inverter Window AC,"₹33,990",--rating: 4.7;,Window AC,1.5 Ton Capacity,"['Air Swing, Auto Restart', 'Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Night Glow Buttons', '5 Star Rating']"
Lloyd GLW12C3XWSEW 1 Ton 3 Star 2023 Window AC,"₹26,738",--rating: 4;,Window AC,1 Ton Capacity,"['LED Panel Display', 'Air Swing, Auto Restart', 'Dehumidification', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Self Diagnosis']"
Godrej SIC 24ITC3-WWA 2 Ton 3 Star 2022 Inverter Split AC,"₹37,990",--rating: 4.2;,Split AC,2 Ton Capacity,"['Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Hot And Cold, Turbo Mode, Sleep Mode', 'Dust Filter', 'Night Glow Buttons', '3 Star Rating']"
Hitachi RAS.E518PCAIBS 1.5 Ton 5 Star 2023 Inverter Split AC,"₹42,850",--rating: 4.2;,Split AC,1.5 Ton Capacity,"['Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Sleep Mode', 'Dust Filter', 'Night Glow Buttons', 'Auto Clean']"
Blue Star IC518YNU 1.5 Ton 5 Star 2023 Inverter Split AC,"₹39,990",--rating: 4.45;,Split AC,1.5 Ton Capacity,"['LED Panel Display', 'Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Self Diagnosis, Memory Feature']"
Voltas 163V Vectra Pearl 1.3 Ton 3 Star 2023 Inverter Split AC,"₹28,990",--rating: 4.35;,Split AC,1.3 Ton Capacity,"['Dual Temp Display Panel Display', 'Air Swing, Auto Restart', 'Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Self Diagnosis']"
O General ASGG18CPAA-B 1.5 Ton 3 Star 2023 Inverter Split AC,"₹52,430",--rating: 4.35;,Split AC,1.5 Ton Capacity,"['Air Swing, Auto Restart', 'Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Night Glow Buttons', '3 Star Rating']"
O General ASGG24CPAA-B 2 Ton 3 Star 2023 Inverter Split AC,"₹63,200",--rating: 4.2;,Split AC,2 Ton Capacity,"['Air Swing, Auto Restart', 'Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Night Glow Buttons', '3 Star Rating']"
Hitachi RAS.B222PCAIBA 1.8 Ton 2 Star 2023 Split AC,"₹32,990",--rating: 4.05;,Split AC,1.8 Ton Capacity,"['Air Swing, Auto Restart', 'Dehumidification', 'Sleep Mode', 'Dust Filter', 'Night Glow Buttons', 'Auto Clean']"
Hitachi RAS.G422PCAIBFE 1.8 Ton 4 Star 2023 Inverter Split AC,"₹38,990",--rating: 4.2;,Split AC,1.8 Ton Capacity,"['Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Sleep Mode', 'Dust Filter', 'Night Glow Buttons', 'Auto Clean']"
Hitachi RAS.G518PCAIBFE 1.5 Ton 5 Star 2023 Inverter Split AC,"₹43,400",--rating: 4.1;,Split AC,1.5 Ton Capacity,"['Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Sleep Mode', 'Dust Filter', 'Night Glow Buttons', 'Auto Clean']"
Blue Star IA518VNU 1.5 Ton 5 Star 2022 Inverter Split AC,"₹46,500",--rating: 4.6;,Split AC,1.5 Ton Capacity,"['LED Panel Display', 'Air Swing, Auto Restart', 'Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Self Diagnosis']"
Hisense ATCW515HJP 1.5 Ton 5 Star 2022 Inverter Split AC,"₹40,490",--rating: 4.75;,Split AC,1.5 Ton Capacity,"['LCD Panel Display', 'Air Swing, Auto Restart', 'Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Self Diagnosis']"
Haier HSU19T-TXS3BE-FS 1.6 Ton 3 Star 2023 Split AC,"₹37,590",--rating: 4.65;,Split AC,1.6 Ton Capacity,"['Hidden LED Panel Display', 'Air Swing, Auto Restart', 'Turbo Mode, Sleep Mode', 'Dust Filter', '3 Star Rating', 'Copper Condenser Coil']"
Lloyd GLS12I5FWRBV 1.0 Ton 5 Star 2022 Inverter Split AC,"₹31,490",--rating: 4.45;,Split AC,1 Ton Capacity,"['Hidden LED Panel Display', '4-Way Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', '5 Star Rating']"
Haier HSU18K-PYS5BE-INV 1.5 Ton 5 Star 2023 Inverter Split AC,"₹38,350",--rating: 4;,Split AC,1.5 Ton Capacity,"['Hidden LED Panel Display', 'Air Swing, Auto Restart', 'Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', '5 Star Rating']"
Panasonic CS/CU-SU24YKYWA 2 Ton 3 Star 2023 Inverter Split AC,"₹47,390",--rating: 4.2;,Split AC,2 Ton Capacity,"['Hidden LED Display Panel Display', 'Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Self Diagnosis']"
Carrier 24K Ester Exi CAI24ES3R32F0 2 Ton 3 Star 2023 Inverter Split AC,"₹48,900",--rating: 4.35;,Split AC,2 Ton Capacity,"['LED Panel Display', 'Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', '3 Star Rating']"
LG RS-H24VNXE 2 Ton 3 Star 2023 Dual Inverter Split AC,"₹64,490",--rating: 4.55;,Split AC,2 Ton Capacity,"['4-Way Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Hot And Cold, Turbo Mode, Sleep Mode', 'Dust Filter', 'Self Diagnosis, Memory Feature', 'Night Glow Buttons']"
LG RS-Q19UWZE 1.5 Ton 5 Star 2023 AI Dual Inverter Split AC,"₹47,500",--rating: 4.6;,Split AC,1.5 Ton Capacity,"['4-Way Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Self Diagnosis, Memory Feature', 'Night Glow Buttons']"
LG RS-Q14GWZE 1 Ton 3 Star 2023 AI Dual Inverter Split AC,"₹73,022",--rating: 4.2;,Split AC,1 Ton Capacity,"['4-Way Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Hot And Cold, Turbo Mode, Sleep Mode', 'Dust Filter', 'Self Diagnosis, Memory Feature', 'Night Glow Buttons']"
Lloyd GLS24I5FWGEV 2 Ton 5 Star 2023 Inverter Split AC,"₹50,490",--rating: 4.2;,Split AC,2 Ton Capacity,"['4-Way Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Self Diagnosis', 'Night Glow Buttons']"
Lloyd GLS18C3YWADS 1.5 Ton 3 Star 2023 Split AC,"₹66,198",--rating: 4.65;,Split AC,1.5 Ton Capacity,"['4-Way Air Swing, Auto Restart', 'Dehumidification', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Self Diagnosis', 'Night Glow Buttons']"
Whirlpool MAGICOOL SAl18B53MCD0 1.5 Ton 5 Star 2023 Inverter Split AC,"₹42,500",--rating: 4.15;,Split AC,1.5 Ton Capacity,"['Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Sleep Mode', 'Dust Filter', 'Self Diagnosis, Memory Feature', 'Night Glow Buttons']"
Hitachi RAS.B318PCAIBA 1.5 Ton 3 Star 2022 Split AC,"₹33,044",--rating: 4.45;,Split AC,1.5 Ton Capacity,"['2-Way Air Swing, Auto Restart', 'Dehumidification', 'Dust Filter', 'Night Glow Buttons', '3 Star Rating', 'Copper Condenser Coil']"
Samsung AR18CYNZABE 1.5 Ton 5 Star 2023 Inverter Split AC,"₹37,990",--rating: 4.25;,Split AC,1.5 Ton Capacity,"['LED Panel Display', 'Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Self Diagnosis']"
LG RS-Q24ENXE 2 Ton 3 Star 2023 AI Dual Inverter Split AC,"₹54,990",--rating: 4.5;,Split AC,2 Ton Capacity,"['4-Way Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Self Diagnosis', 'Night Glow Buttons']"
Godrej SIH 18ITC3 WWR 1.5 Ton 3 Star 2023 Inverter Split AC,"₹36,190",--rating: 4.75;,Split AC,1.5 Ton Capacity,"['Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Hot And Cold, Turbo Mode, Sleep Mode', 'Dust Filter', 'Self Diagnosis', 'Night Glow Buttons']"
Realme TechLife 154SIAA22BWR 1.5 Ton 4 Star 2023 Inverter Split AC,"₹30,490",--rating: 4.45;,Split AC,1.5 Ton Capacity,"['LED Panel Display', 'Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Memory Feature']"
Voltas SAC 123 Vectra Platina 1 Ton 3 Star Window AC,"₹26,000",--rating: 4;,Window AC,1 Ton Capacity,"['Air Swing, Auto Restart', 'Turbo Mode, Sleep Mode', 'Night Glow Buttons', '3 Star Rating', 'Copper Condenser Coil', 'Remote Control, Timer']"
Godrej EI 18TINV3R32-GWA 1.5 Ton 3 Star 2022 Inverter Split AC,"₹32,999",--rating: 4.25;,Split AC,1.5 Ton Capacity,"['Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Self Diagnosis', 'Night Glow Buttons']"
Godrej EI 12TINV3R32-GWA 1 Ton 3 Star 2022 Inverter Split AC,"₹28,990",--rating: 4.1;,Split AC,1 Ton Capacity,"['Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Self Diagnosis', 'Night Glow Buttons']"
Godrej EI 24IINV3R32-WWA 2 Ton 3 Star 2022 Inverter Split AC,"₹39,999",--rating: 4.1;,Split AC,2 Ton Capacity,"['Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Self Diagnosis', 'Night Glow Buttons']"
