name,price,rating,ac_type,capacity,features
Carrier CAI20IN5R35W0 1.5 Ton 5 Star 2025 Inverter Split AC,"₹45,600",--rating: 4.4;,Split AC,1.5 Ton Capacity,"['LED Panel Display', 'Air Swing, Auto Restart', 'Wi-Fi Connectivity, APP Control', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter']"
Haier Gravity Series HSU19G-MZAID5BN-INV 1.6 Ton 5 Star 2025 Inverter Split AC,"₹43,990",--rating: 4.3;,Split AC,1.6 Ton Capacity,"['Hidden LED Panel Display', '4-Way Air Swing, Auto Restart', 'Wi-Fi Connectivity, APP Control, Voice Control', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter']"
Lloyd GLS18I5KORBV 1.5 Ton 5 Star 2025 Inverter Split AC,"₹39,490",--rating: 4.3;,Split AC,1.5 Ton Capacity,"['Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter, PM 2.5 Filter', 'Self Diagnosis', 'Night Glow Buttons']"
Lloyd GLS18I3KOESR 1.5 Ton 3 Star 2025 Inverter Split AC,"₹35,100",--rating: 4.1;,Split AC,1.5 Ton Capacity,"['4-Way Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Self Diagnosis', 'Night Glow Buttons']"
Lloyd GLS18I5KWEGR 1.5 Ton 5 Star 2025 Inverter Split AC,"₹44,790",--rating: 4.65;,Split AC,1.5 Ton Capacity,"['4-Way Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter, PM 2.5 Filter', 'Self Diagnosis', 'Night Glow Buttons']"
Blue Star WFE312L 1 Ton 3 Star 2025 Window AC,"₹25,005",--rating: 4.7;,Window AC,1 Ton Capacity,"['LED Panel Display', '2-Way Air Swing, Auto Restart', 'Dehumidification', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Self Diagnosis, Memory Feature']"
Hitachi RAS.Y518PCAISL2 1.5 Ton 5 Star 2025 Inverter Split AC,"₹58,390",--rating: 4.7;,Split AC,1.5 Ton Capacity,"['SmartView LED Panel Display', '4-Way Air Swing, Auto Restart', 'Wi-Fi Connectivity, APP Control', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter']"
IFB CI185SL22RGN1 1.5 Ton 5 Star 2025 Inverter Split AC,"₹35,490",--rating: 4.05;,Split AC,1.5 Ton Capacity,"['LED Panel Display', 'Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Self Diagnosis']"
Carrier CAI19EE5R35W0 1.5 Ton 5 Star 2025 Inverter Split AC,"₹37,490",--rating: 4.3;,Split AC,1.5 Ton Capacity,"['Hidden LED Panel Display', '2-Way Air Swing, Auto Restart', 'Wi-Fi Connectivity, APP Control, Voice Control', 'Dehumidification, Inverter', 'Sleep Mode', 'Dust Filter']"
LG UW-Q18WUZA 1.5 Ton 5 Star 2025 Dual Inverter Window AC,"₹38,990",--rating: 4.6;,Window AC,1.5 Ton Capacity,"['LED Panel Display', '4-Way Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Sleep Mode', 'Dust Filter', 'Self Diagnosis, Memory Feature']"
Samsung WindFree AR60F19D13W 1.5 Ton 3 Star 2025 Inverter Split AC,"₹31,990",--rating: 4.35;,Split AC,1.5 Ton Capacity,"['LED Panel Display', '4-Way Air Swing, Auto Restart', 'Wi-Fi Connectivity, APP Control, Voice Control', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter']"
LG US-Q19YNZE 1.5 Ton 5 Star 2025 Inverter Split AC,"₹42,990",--rating: 4.05;,Split AC,1.5 Ton Capacity,"['Magic Panel Display', '4-Way Air Swing, Auto Restart', 'Wi-Fi Connectivity, APP Control', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter']"
LG US-Q18JNXE 1.5 Ton 3 Star 2025 Inverter Split AC,"₹33,990",--rating: 4.5;,Split AC,1.5 Ton Capacity,"['Magic Panel Display', '4-Way Air Swing, Auto Restart', 'Wi-Fi Connectivity, APP Control', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter']"
Godrej SIC 18TTC3 WYQ 1.5 Ton 3 Star 2024 Inverter Split AC,"₹28,855",--rating: 4.5;,Split AC,1.5 Ton Capacity,"['Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Auto Clean', '3 Star Rating']"
MITSUBISHI DXK13YAMDA-W 1 Ton 3 Star 2026 Inverter Split AC,"₹39,990",--rating: 4.3;,Split AC,1 Ton Capacity,"['Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Sleep Mode', 'Dust Filter, PM 2.5 Filter', 'Self Diagnosis, Memory Feature', 'Auto Clean']"
Godrej WFC 18UTC3-WWB 1.5 Ton 3 Star 2023 Window AC,"₹25,490",--rating: 4.5;,Window AC,1.5 Ton Capacity,"['Digital Panel Display', 'Air Swing, Auto Restart', 'Dehumidification', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Self Diagnosis, Memory Feature']"
MITSUBISHI DXK13YAMDA-W 1 Ton 3 Star 2026 Inverter Split AC,"₹39,990",--rating: 4.3;,Split AC,1 Ton Capacity,"['Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Sleep Mode', 'Dust Filter, PM 2.5 Filter', 'Self Diagnosis, Memory Feature', 'Auto Clean']"
Daikin FTHT60XV16UAA 1.8 Ton 3 Star 2026 Inverter Split AC,"₹56,540",--rating: 4.75;,Split AC,1.8 Ton Capacity,"['Triple Display Panel Display', '4-Way Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Hot And Cold, Sleep Mode', 'Dust Filter', 'Self Diagnosis']"
Whirlpool SAI17P56DEP0 1.5 Ton 5 Star 2026 Inverter Split AC,"₹41,990",--rating: 4.2;,Split AC,1.5 Ton Capacity,"['Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Sleep Mode', 'Dust Filter', 'Auto Clean', '5 Star Rating']"
LG AS-Q18TNXE1 1.5 Ton 3 Star 2026 Inverter Split AC,"₹41,500",--rating: 4.2;,Split AC,1.5 Ton Capacity,"['Hidden Panel Display', '4-Way Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Self Diagnosis']"
Blue Star IA518DXU 1.5 Ton 5 Star 2026 Inverter Split AC,"₹45,490",--rating: 4;,Split AC,1.5 Ton Capacity,"['LED Panel Display', '4-Way Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter, PM 2.5 Filter', 'Self Diagnosis']"
TCL TAC-12CSD/EV3AM 1 Ton 3 Star 2026 Inverter Split AC,"₹27,990",--rating: 4.35;,Split AC,1 Ton Capacity,"['4-Way Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter, PM 2.5 Filter', 'Self Diagnosis', 'Night Glow Buttons']"
Panasonic CS/CU-EU18CKY5XFM-G 1.5 Ton 5 Star 2026 Inverter Split AC,"₹49,990",--rating: 4.2;,Split AC,1.5 Ton Capacity,"['Hidden Panel Display', '4-Way Air Swing, Auto Restart', 'Wi-Fi Connectivity, APP Control, Voice Control', 'Dehumidification, Inverter', 'Sleep Mode', 'Dust Filter']"
Haier HSA52VP-G3NB-I 1.5 Ton 3 Star 2026 Inverter Split AC,"₹36,485",--rating: 4.5;,Split AC,1.5 Ton Capacity,"['4-Way Air Swing, Auto Restart', 'Wi-Fi Connectivity, APP Control', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Self Diagnosis']"
Blue Star WIA518LXU 1.5 Ton 5 Star 2026 Inverter Window AC,"₹39,489",--rating: 4.65;,Window AC,1.5 Ton Capacity,"['LED Panel Display', '2-Way Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Self Diagnosis, Memory Feature']"
IFB CI195SS32SGM3 1.5 Ton 5 Star 2026 Inverter Split AC,"₹42,490",--rating: 4.05;,Split AC,1.5 Ton Capacity,"['Digital LED Panel Display', '4-Way Air Swing, Auto Restart', 'Wi-Fi Connectivity, APP Control', 'Dehumidification, Inverter', 'Sleep Mode', 'Dust Filter']"
Hitachi RAS.V518PCDIBM1 1.5 Ton 5 Star Inverter Split AC,"₹45,999",--rating: 4;,Split AC,1.5 Ton Capacity,"['4-Way Air Swing, Auto Restart', 'Wi-Fi Connectivity, APP Control, Voice Control', 'Dehumidification, Inverter', 'Sleep Mode', 'Dust Filter', 'Self Diagnosis']"
Blue Star IA322DXU 2 Ton 3 Star 2026 Inverter Split AC,"₹47,990",--rating: 4.7;,Split AC,2 Ton Capacity,"['LED Panel Display', '4-Way Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter, PM 2.5 Filter', 'Self Diagnosis']"
Hitachi RAS.D318PCD2ST 1.5 Ton 3 Star Inverter Split AC,"₹35,990",--rating: 4.75;,Split AC,1.5 Ton Capacity,"['LED Panel Display', '4-Way Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Sleep Mode', 'Dust Filter', 'Self Diagnosis']"
Blue Star IA318QXU 1.5 Ton 3 Star Inverter Split AC,"₹36,990",--rating: 4.75;,Split AC,1.5 Ton Capacity,"['LED Panel Display', '4-Way Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter, PM 2.5 Filter', 'Self Diagnosis']"
Daikin FTKL90XV16LAA 2.6 Ton 3 Star 2026 Inverter Split AC,"₹84,490",--rating: 4.2;,Split AC,2.6 Ton Capacity,"['Triple Display Panel Display', '4-Way Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Sleep Mode', 'Dust Filter, PM 2.5 Filter', 'Self Diagnosis']"
Haier HSA14KU-GAI5NB-I 1 Ton 5 Star 2026 Inverter Split AC,"₹38,990",--rating: 4.4;,Split AC,1 Ton Capacity,"['LED Panel Display', '4-Way Air Swing, Auto Restart', 'Wi-Fi Connectivity, APP Control, Voice Control', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter']"
Haier HSA19KHD-BZAI3NB-I 1.5 Ton 3 Star 2026 Inverter Split AC,"₹39,990",--rating: 4.4;,Split AC,1.5 Ton Capacity,"['LED Panel Display', '4-Way Air Swing, Auto Restart', 'Wi-Fi Connectivity, APP Control, Voice Control', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter']"
Voltas 123INV Vectra Emerald 1 Ton 3 Star 2026 Inverter Split AC,"₹31,490",--rating: 4.55;,Split AC,1 Ton Capacity,"['Hidden Panel Display', '2-Way Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Memory Feature']"
Voltas 185INV Topaz 1.5 Ton 5 Star 2026 Inverter Window AC,"₹39,080",--rating: 4.5;,Window AC,1.5 Ton Capacity,"['LED Panel Display', 'Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Memory Feature']"
Voltas 183INV Pearl 1.5 Ton 3 Star 2026 Inverter Window AC,"₹33,690",--rating: 4.65;,Window AC,1.5 Ton Capacity,"['7 Segment LED Panel Display', '2-Way Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Sleep Mode', 'Dust Filter', 'Memory Feature']"
Voltas 125INV Vertis Ai Zest Gold 1 Ton 5 Star Inverter Split AC,"₹42,990",--rating: 4.65;,Split AC,1 Ton Capacity,"['Digital LED Panel Display', '4-Way Air Swing, Auto Restart', 'Wi-Fi Connectivity, APP Control', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter']"
Panasonic CS/CU-WU18CKY4XFM-P 1.5 Ton 4 Star 2026 Inverter Split AC,"₹48,790",--rating: 4.65;,Split AC,1.5 Ton Capacity,"['Hidden LED Panel Display', '4-Way Air Swing, Auto Restart', 'Wi-Fi Connectivity, APP Control, Voice Control', 'Dehumidification, Inverter', 'Sleep Mode', 'Dust Filter']"
Panasonic CS/CU-QU30CKYFM 2.5 Ton 3 Star 2026 Inverter Split AC,"₹78,990",--rating: 4.15;,Split AC,2.5 Ton Capacity,"['Hidden Panel Display', '4-Way Air Swing, Auto Restart', 'Wi-Fi Connectivity, APP Control, Voice Control', 'Dehumidification, Inverter', 'Sleep Mode', 'Dust Filter']"
Panasonic CS/CU-EU24CKY3F 2 Ton 3 Star 2026 Inverter Split AC,"₹49,800",--rating: 4.05;,Split AC,2 Ton Capacity,"['Hidden Panel Display', '4-Way Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Sleep Mode', 'Dust Filter', 'Self Diagnosis']"
LG AS-Q19AWZE 1.5 Ton 5 Star 2026 Inverter Split AC,"₹53,190",--rating: 4.35;,Split AC,1.5 Ton Capacity,"['4-Way Air Swing, Auto Restart', 'Wi-Fi Connectivity, APP Control', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Self Diagnosis']"
LG AW-Q18WWXA 1.5 Ton 3 Star 2026 Inverter Window AC,"₹49,365",--rating: 4.1;,Window AC,1.5 Ton Capacity,"['LED Panel Display', '4-Way Air Swing, Auto Restart', 'Wi-Fi Connectivity, APP Control, Voice Control', 'Dehumidification, Inverter', 'Sleep Mode', 'Dust Filter']"
LG AW-Q18WUXA 1.5 Ton 3 Star 2026 Inverter Window AC,"₹35,490",--rating: 4;,Window AC,1.5 Ton Capacity,"['LED Panel Display', '4-Way Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Sleep Mode', 'Dust Filter', 'Self Diagnosis, Memory Feature']"
LG AS-Q11KNVE 0.8 Ton 2 Star 2026 Inverter Split AC,"₹25,999",--rating: 4.55;,Split AC,0.8 Ton Capacity,"['Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Sleep Mode', 'Dust Filter', 'Memory Feature', 'Auto Clean']"
LG US-Q19ENZE3 1.5 Ton 5 Star 2025 Inverter Split AC,"₹43,990",--rating: 4.2;,Split AC,1.5 Ton Capacity,"['4-Way Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Self Diagnosis', 'Night Glow Buttons']"
Godrej SIC 20ITC3 WZR 1.7 Ton 3 Star 2025 Inverter Split AC,"₹32,990",--rating: 4.1;,Split AC,1.7 Ton Capacity,"['4-Way Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Sleep Mode', 'Dust Filter', 'Self Diagnosis, Memory Feature', 'Auto Clean']"
Godrej HIC 12Y3TH 1 Ton 3 Star 2026 Inverter Split AC,"₹28,450",--rating: 4.05;,Split AC,1 Ton Capacity,"['4-Way Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Sleep Mode', 'Dust Filter', 'Self Diagnosis', 'Auto Clean']"
Godrej HIC 24J3TS 2 Ton 3 Star 2026 Inverter Split AC,"₹39,990",--rating: 4;,Split AC,2 Ton Capacity,"['Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Sleep Mode', 'Dust Filter', 'Self Diagnosis', 'Auto Clean']"
Voltas 185INV Vertis Comet Marvel 1.5 Ton 5 Star 2026 Inverter Split AC,"₹49,990",--rating: 4.65;,Split AC,1.5 Ton Capacity,"['Hidden Panel Display', '4-Way Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode', 'Dust Filter', 'Self Diagnosis']"
Voltas 182FS Pearl 1.5 Ton 2 Star 2026 Window AC,"₹28,899",--rating: 4.55;,Window AC,1.5 Ton Capacity,"['7 Segment LED Panel Display', '4-Way Air Swing, Auto Restart', 'Dehumidification', 'Sleep Mode', 'Dust Filter', 'Memory Feature']"
IFB CI205GN32RGM3 1.5 Ton 5 Star 2026 Inverter Split AC,"₹44,489",--rating: 4.4;,Split AC,1.5 Ton Capacity,"['Digital LED Panel Display', '4-Way Air Swing, Auto Restart', 'Wi-Fi Connectivity, APP Control', 'Dehumidification, Inverter', 'Sleep Mode', 'Dust Filter']"
Panasonic CW-XU185CGT 1.5 Ton 5 Star 2026 Inverter Window AC,"₹39,990",--rating: 4.5;,Window AC,1.5 Ton Capacity,"['4-Way Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Dust Filter', '5 Star Rating', 'Copper Condenser Coil', 'Remote Control, Timer']"
Haier HSA18EP-GAI4NB-I 1.5 Ton 4 Star 2026 Inverter Split AC,"₹43,490",--rating: 4.35;,Split AC,1.5 Ton Capacity,"['LED Panel Display', '4-Way Air Swing, Auto Restart', 'Wi-Fi Connectivity, APP Control, Voice Control', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter']"
Haier HSA19GHD-MAI5NB-I 1.6 Ton 5 Star 2026 Inverter Split AC,"₹54,490",--rating: 4.6;,Split AC,1.6 Ton Capacity,"['4-Way Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Self Diagnosis', 'Night Glow Buttons']"
Haier HSA24EHD-SAI3NB-I 2 Ton 3 Star 2026 Inverter Split AC,"₹55,690",--rating: 4;,Split AC,2 Ton Capacity,"['LED Panel Display', '4-Way Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Self Diagnosis']"
Lloyd GLS12I5GGGGR 1 Ton 5 Star 2026 Inverter Split AC,"₹36,990",--rating: 4.55;,Split AC,1 Ton Capacity,"['4-Way Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Self Diagnosis', 'Auto Clean']"
Samsung Bespoke WindFree AR60H19D1AW 1.5 Ton 4 Star 2026 Inverter Split AC,"₹42,490",--rating: 4;,Split AC,1.5 Ton Capacity,"['Digital Panel Display', '4-Way Air Swing, Auto Restart', 'Wi-Fi Connectivity, APP Control, Voice Control', 'Dehumidification, Inverter', 'Turbo Mode', 'Dust Filter']"
LG AS-Q13JNYE 1 Ton 4 Star 2026 Inverter Split AC,"₹37,490",--rating: 4.6;,Split AC,1 Ton Capacity,"['Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Sleep Mode', 'Dust Filter', 'Memory Feature', 'Auto Clean']"
Carrier CIW19SC5R36F0 1.5 Ton 5 Star 2026 Inverter Window AC,"₹38,490",--rating: 4.05;,Window AC,1.5 Ton Capacity,"['2-Way Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Self Diagnosis', '5 Star Rating']"
Hitachi RAS.G322PCDIBS 2 Ton 3 Star Inverter Split AC,"₹47,498",--rating: 4.35;,Split AC,2 Ton Capacity,"['3 in 1 SmartView Panel Display', '4-Way Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Sleep Mode', 'Dust Filter', 'Self Diagnosis']"
Samsung Bespoke AR50H18D1NH 1.5 Ton 5 Star 2026 Inverter Split AC,"₹48,490",--rating: 4;,Split AC,1.5 Ton Capacity,"['Digital Panel Display', '4-Way Air Swing, Auto Restart', 'Wi-Fi Connectivity, APP Control, Voice Control', 'Dehumidification, Inverter', 'Turbo Mode', 'Dust Filter']"
Croma CRLA018INF170293 1.5 Ton 5 Star 2026 Inverter Split AC,"₹41,990",--rating: 4.6;,Split AC,1.5 Ton Capacity,"['LED Panel Display', '4-Way Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter, PM 2.5 Filter', 'Self Diagnosis']"
Croma CRLA018IND342404 1.5 Ton 3 Star 2026 Inverter Split AC,"₹29,490",--rating: 4.4;,Split AC,1.5 Ton Capacity,"['Hidden Panel Display', '2-Way Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Self Diagnosis']"
Samsung Bespoke AR50H19D1XH 1.5 Ton 3 Star 2026 Inverter Split AC,"₹37,499",--rating: 4.6;,Split AC,1.5 Ton Capacity,"['Digital Panel Display', '4-Way Air Swing, Auto Restart', 'Wi-Fi Connectivity, APP Control, Voice Control', 'Dehumidification, Inverter', 'Turbo Mode', 'Dust Filter']"
Carrier CAI24EE3R36W0 2 Ton 3 Star 2026 Inverter Split AC,"₹49,990",--rating: 4.6;,Split AC,2 Ton Capacity,"['Digital LED (Temperature) & Smart Energy Panel Display', 'Air Swing, Auto Restart', 'Wi-Fi Connectivity, APP Control, Voice Control', 'Dehumidification, Inverter', 'Dust Filter, PM 2.5 Filter', 'Self Diagnosis, Memory Feature']"
TCL TAC-18CSD/EV5AM 1.5 Ton 5 Star 2026 Inverter Split AC,"₹37,990",--rating: 4.65;,Split AC,1.5 Ton Capacity,"['4-Way Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter, PM 2.5 Filter', 'Self Diagnosis', 'Night Glow Buttons']"
Haier HS19CH-TQG3BN-INV 1.5 Ton 3 Star 2025 Inverter Split AC,"₹34,990",--rating: 4.55;,Split AC,1.5 Ton Capacity,"['Hidden Panel Display', 'Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Hot And Cold, Sleep Mode', 'Dust Filter', 'Self Diagnosis']"
Panasonic CS/CU-SU24BKY3W 2 Ton 3 Star 2026 Inverter Split AC,"₹53,990",--rating: 4.65;,Split AC,2 Ton Capacity,"['Hidden Panel Display', 'Air Swing, Auto Restart', 'Wi-Fi Connectivity, APP Control, Voice Control', 'Dehumidification, Inverter', 'Sleep Mode', 'Dust Filter']"
Panasonic CS/CU-EU18CKY4XFM 1.5 Ton 4 Star 2026 Inverter Split AC,"₹46,490",--rating: 4.45;,Split AC,1.5 Ton Capacity,"['Hidden Panel Display', '4-Way Air Swing, Auto Restart', 'Wi-Fi Connectivity, APP Control, Voice Control', 'Dehumidification, Inverter', 'Sleep Mode', 'Dust Filter']"
Panasonic CS/CU-EU12CKY5F 1 Ton 5 Star 2026 Inverter Split AC,"₹45,490",--rating: 4.55;,Split AC,1 Ton Capacity,"['Hidden Panel Display', '4-Way Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Sleep Mode', 'Dust Filter', 'Self Diagnosis']"
Midea MAI12SR5R36W0 1 Ton 5 Star 2026 Inverter Split AC,"₹36,490",--rating: 4.75;,Split AC,1 Ton Capacity,"['4-Way Air Swing, Auto Restart', 'Wi-Fi Connectivity, APP Control, Voice Control', 'Dehumidification, Inverter', 'Dust Filter, PM 2.5 Filter', 'Auto Clean', '5 Star Rating']"
Midea MAI18SR5R36W0 1.5 Ton 5 Star 2026 Inverter Split AC,"₹39,490",--rating: 4;,Split AC,1.5 Ton Capacity,"['LED Panel Display', '4-Way Air Swing, Auto Restart', 'Wi-Fi Connectivity, APP Control, Voice Control', 'Dehumidification, Inverter', 'Turbo Mode', 'Dust Filter, PM 2.5 Filter']"
Carrier CAI18EE5R36F0 1.5 Ton 5 Star 2026 Inverter Split AC,"₹45,990",--rating: 4.3;,Split AC,1.5 Ton Capacity,"['Digital LED (Temperature) & Smart Energy Panel Display', 'Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Dust Filter, PM 2.5 Filter', 'Self Diagnosis, Memory Feature', 'Auto Clean']"
Midea MAI18SD3R36F0 1.5 Ton 3 Star 2026 Inverter Split AC,"₹30,990",--rating: 4.6;,Split AC,1.5 Ton Capacity,"['LED Panel Display', '4-Way Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode', 'Dust Filter, PM 2.5 Filter', 'Self Diagnosis, Memory Feature']"
Carrier CAI18EE3R36W0 1.5 Ton 3 Star 2026 Inverter Split AC,"₹36,990",--rating: 4.6;,Split AC,1.5 Ton Capacity,"['Digital LED (Temperature) & Smart Energy Panel Display', '2-Way Air Swing, Auto Restart', 'Wi-Fi Connectivity, APP Control, Voice Control', 'Dehumidification, Inverter', 'Sleep Mode', 'Dust Filter, PM 2.5 Filter']"
Blue Star IE518ZNURS 1.5 Ton 5 Star 2025 Inverter Split AC,"₹40,990",--rating: 4.75;,Split AC,1.5 Ton Capacity,"['Hidden Panel Display', '4-Way Air Swing, Auto Restart', 'Wi-Fi Connectivity, APP Control, Voice Control', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter']"
Godrej SIC 18ITC5 WYD 1.5 Ton 5 Star 2025 Inverter Split AC,"₹35,500",--rating: 4.7;,Split AC,1.5 Ton Capacity,"['Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Sleep Mode', 'Dust Filter', 'Self Diagnosis, Memory Feature', 'Auto Clean']"
Voltas 183V Vectra ZENITH Gold 1.5 Ton 3 Star 2025 Inverter Split AC,"₹33,490",--rating: 4.05;,Split AC,1.5 Ton Capacity,"['4-Way Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', '3 Star Rating', 'Copper Condenser Coil']"
Voltas 125V Vertis Smart Elite Gold 1 Ton 5 Star Inverter Split AC,"₹34,700",--rating: 4.75;,Split AC,1 Ton Capacity,"['Hidden LED Panel Display', '4-Way Air Swing, Auto Restart', 'Wi-Fi Connectivity, APP Control', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter']"
Godrej SIC 24LTC5-WWR 2 Ton 5 Star 2024 Inverter Split AC,"₹44,549",--rating: 4.4;,Split AC,2 Ton Capacity,"['Air Swing, Auto Restart', 'Inverter', 'Sleep Mode', 'Dust Filter', 'Memory Feature', '5 Star Rating']"
TCL TAC-12CSD/EV3GL 1 Ton 3 Star 2025 Inverter Split AC,"₹27,990",--rating: 4.2;,Split AC,1 Ton Capacity,"['Air Swing, Auto Restart', 'Inverter', 'Sleep Mode', 'Dust Filter', '3 Star Rating', 'Copper Condenser Coil']"
Godrej WIC 18XTC5 WYA 1.5 Ton 5 Star 2025 Inverter Window AC,"₹37,990",--rating: 4.35;,Window AC,1.5 Ton Capacity,"['Digital LED Panel Display', '4-Way Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Sleep Mode', 'Dust Filter', 'Self Diagnosis, Memory Feature']"
Daikin MTKM50UV16VA 1.5 Ton 5 Star 2024 Inverter Split AC,"₹44,765",--rating: 4.65;,Split AC,1.5 Ton Capacity,"['LED Panel Display', '4-Way Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter, PM 2.5 Filter', 'Self Diagnosis']"
Lloyd GLS18I5KWEGW 1.5 Ton 5 Star Inverter Split AC,"₹36,990",--rating: 4;,Split AC,1.5 Ton Capacity,"['Hidden LED Panel Display', '4-Way Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter, PM 2.5 Filter', '5 Star Rating']"
LG US-Q24SNXE 2 Ton 3 Star 2025 Inverter Split AC,"₹47,990",--rating: 4.3;,Split AC,2 Ton Capacity,"['Magic LED Panel Display', '4-Way Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Turbo Mode, Sleep Mode', 'Dust Filter', 'Self Diagnosis, Memory Feature']"
Panasonic CS/CU-RU18BKY-1 1.5 Ton 3 Star 2025 Inverter Split AC,"₹37,107",--rating: 4.2;,Split AC,1.5 Ton Capacity,"['Hidden LED Panel Display', '2-Way Air Swing, Auto Restart', 'Dehumidification, Inverter', 'Sleep Mode', 'Dust Filter', 'Self Diagnosis']"
