,price,rating,n_features,brand_name,capacity_value,capacity_unit,star_rating,has_star_rating,has_inverter,has_wifi,has_voice_control,has_app_control,smart_connectivity_score,ac_split,ac_window,ac_pm25_filter,ac_hepa_filter,ac_auto_clean,ac_hot_and_cold,ac_copper_condenser,ac_Dehumidification,ac_Turbo Mode,ac_Self Diagnosis,ref_single_door,ref_multi_door,ref_chest_freezer,ref_side_door,ref_french_door,ref_double_door,ref_triple_door,ref_frost_free,ref_convertible,ref_door_alarm,ref_door_lock,ref_dispenser,ref_door_display,ref_mini,wm_fully_automatic,wm_semi_automatic,wm_with_dryer,wm_washer_only,wm_dryer_only,wm_front_load,wm_top_load,wm_inbuilt_heater,wm_quick_wash,wm_ss_tub,wm_child_lock,wm_shock_proof,wm_display,log_price,capacity_sq,n_features_sq,rating_sq,capacity_n_features,capacity_rating,rating_n_features,smart_intensity,ac_premium_features,ref_door_complexity,wm_tech_level,features_above_avg,rating_above_avg,capacity_above_avg,brand_frequency,category_Refrigerator,category_WashingMachine,_category_backup
621,30590,4.1,9,whirlpool,1.5,Ton,3.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.328461127032336,2.25,81,16.81,13.5,6.1499999999999995,36.9,0,1,0,0,-1.9583746283448953,-0.2767591674925667,0.054192269573835494,255,False,False,AC
622,32790,3.15,10,lg,1.0,Ton,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.397909366476442,1.0,100,9.9225,10.0,3.15,31.5,0,1,0,0,-0.9583746283448953,-1.2267591674925664,-0.4458077304261645,261,False,False,AC
623,34190,4.35,9,lg,1.0,Ton,3.0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.439717730523846,1.0,81,18.922499999999996,9.0,4.35,39.15,0,1,0,0,-1.9583746283448953,-0.026759167492566682,-0.4458077304261645,261,False,False,AC
624,34590,4.05,10,lloyd,1.5,Ton,3.0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.451348811602948,2.25,100,16.4025,15.0,6.074999999999999,40.5,0,1,0,0,-0.9583746283448953,-0.3267591674925665,0.054192269573835494,141,False,False,AC
625,40990,4.3,11,voltas,2.0,Ton,3.0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.621107809394994,4.0,121,18.49,22.0,8.6,47.3,0,0,0,0,0.041625371655104715,-0.0767591674925665,0.5541922695738355,218,False,False,AC
626,28999,4.15,10,carrier,1.0,Ton,2.0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.275051108968611,1.0,100,17.222500000000004,10.0,4.15,41.5,0,1,0,0,-0.9583746283448953,-0.22675916749256597,-0.4458077304261645,64,False,False,AC
627,34990,4.25,11,carrier,1.5,Ton,3.0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.462846164547514,2.25,121,18.0625,16.5,6.375,46.75,0,0,0,0,0.041625371655104715,-0.12675916749256633,0.054192269573835494,64,False,False,AC
628,37200,4.55,11,carrier,1.5,Ton,3.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.524090921620362,2.25,121,20.702499999999997,16.5,6.824999999999999,50.05,0,0,0,0,0.041625371655104715,0.1732408325074335,0.054192269573835494,64,False,False,AC
629,35800,4.4,11,ifb,1.5,Ton,3.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.485731104959568,2.25,121,19.360000000000003,16.5,6.6000000000000005,48.400000000000006,0,0,0,0,0.041625371655104715,0.02324083250743403,0.054192269573835494,151,False,False,AC
630,29990,4.2,10,godrej,1.0,Ton,3.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.30865261563529,1.0,100,17.64,10.0,4.2,42.0,0,1,0,0,-0.9583746283448953,-0.17675916749256615,-0.4458077304261645,230,False,False,AC
632,66000,4.4,13,haier,1.0,Ton,4.0,1,1,1,1,1,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.097425172408931,1.0,169,19.360000000000003,13.0,4.4,57.2,6,0,0,0,2.0416253716551047,0.02324083250743403,-0.4458077304261645,309,False,False,AC
633,37500,4.7,11,blue star,1.5,Ton,3.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.53212287826962,2.25,121,22.090000000000003,16.5,7.050000000000001,51.7,0,0,0,0,0.041625371655104715,0.32324083250743385,0.054192269573835494,165,False,False,AC
634,45490,4.45,13,blue star,1.5,Ton,5.0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.725269783175804,2.25,169,19.802500000000002,19.5,6.675000000000001,57.85,0,0,0,0,2.0416253716551047,0.07324083250743385,0.054192269573835494,165,False,False,AC
635,32990,4.15,11,blue star,1.0,Ton,3.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.403990075979044,1.0,121,17.222500000000004,11.0,4.15,45.650000000000006,0,0,0,0,0.041625371655104715,-0.22675916749256597,-0.4458077304261645,165,False,False,AC
636,35900,4.7,10,daikin,1.0,Ton,2.0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.488520429241627,1.0,100,22.090000000000003,10.0,4.7,47.0,0,1,0,0,-0.9583746283448953,0.32324083250743385,-0.4458077304261645,66,False,False,AC
637,33979,4.75,10,whirlpool,1.5,Ton,3.0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.433527395225923,2.25,100,22.5625,15.0,7.125,47.5,0,1,0,0,-0.9583746283448953,0.3732408325074337,0.054192269573835494,255,False,False,AC
638,34990,4.0,10,whirlpool,1.5,Ton,3.0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.462846164547514,2.25,100,16.0,15.0,6.0,40.0,0,1,0,0,-0.9583746283448953,-0.3767591674925663,0.054192269573835494,255,False,False,AC
639,40590,4.75,12,panasonic,1.0,Ton,3.0,1,1,1,1,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.61130164613947,1.0,144,22.5625,12.0,4.75,57.0,6,0,0,0,1.0416253716551047,0.3732408325074337,-0.4458077304261645,123,False,False,AC
640,35590,4.45,12,tcl,1.0,Ton,5.0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.479848075889779,1.0,144,19.802500000000002,12.0,4.45,53.400000000000006,0,0,0,0,1.0416253716551047,0.07324083250743385,-0.4458077304261645,12,False,False,AC
641,27990,4.75,11,blue star,0.8,Ton,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.239638308916676,0.6400000000000001,121,22.5625,8.8,3.8000000000000003,52.25,0,0,0,0,0.041625371655104715,0.3732408325074337,-0.6458077304261645,165,False,False,AC
642,32490,4.35,12,blue star,1.0,Ton,3.0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.38871840689063,1.0,144,18.922499999999996,12.0,4.35,52.199999999999996,0,0,0,0,1.0416253716551047,-0.026759167492566682,-0.4458077304261645,165,False,False,AC
643,31990,4.05,10,hitachi,1.0,Ton,3.0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.373209892223665,1.0,100,16.4025,10.0,4.05,40.5,0,1,0,0,-0.9583746283448953,-0.3267591674925665,-0.4458077304261645,69,False,False,AC
644,30990,4.1,10,hitachi,1.0,Ton,3.0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.341452118734878,1.0,100,16.81,10.0,4.1,41.0,0,1,0,0,-0.9583746283448953,-0.2767591674925667,-0.4458077304261645,69,False,False,AC
645,36490,4.6,11,ifb,1.5,Ton,3.0,1,1,1,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.504820933823419,2.25,121,21.159999999999997,16.5,6.8999999999999995,50.599999999999994,4,0,0,0,0.041625371655104715,0.22324083250743332,0.054192269573835494,151,False,False,AC
646,34499,4.55,11,ifb,1.5,Ton,3.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.448714603019452,2.25,121,20.702499999999997,16.5,6.824999999999999,50.05,0,0,0,0,0.041625371655104715,0.1732408325074335,0.054192269573835494,151,False,False,AC
647,42990,4.75,11,sharp,2.0,Ton,3.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.66874607044333,4.0,121,22.5625,22.0,9.5,52.25,0,0,0,0,0.041625371655104715,0.3732408325074337,0.5541922695738355,21,False,False,AC
648,26990,4.25,12,cruise,1.0,Ton,3.0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.203258756085228,1.0,144,18.0625,12.0,4.25,51.0,0,0,0,0,1.0416253716551047,-0.12675916749256633,-0.4458077304261645,7,False,False,AC
649,38890,4.45,12,cruise,2.0,Ton,3.0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.568518140370246,4.0,144,19.802500000000002,24.0,8.9,53.400000000000006,0,0,0,0,1.0416253716551047,0.07324083250743385,0.5541922695738355,7,False,False,AC
650,29990,4.65,12,cruise,1.5,Ton,3.0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.30865261563529,2.25,144,21.622500000000002,18.0,6.9750000000000005,55.800000000000004,0,0,0,0,1.0416253716551047,0.27324083250743403,0.054192269573835494,7,False,False,AC
651,36989,4.65,12,cruise,1.5,Ton,5.0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5184028848265,2.25,144,21.622500000000002,18.0,6.9750000000000005,55.800000000000004,0,0,0,0,1.0416253716551047,0.27324083250743403,0.054192269573835494,7,False,False,AC
652,31990,4.25,9,hitachi,1.5,Ton,3.0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.373209892223665,2.25,81,18.0625,13.5,6.375,38.25,0,1,0,0,-1.9583746283448953,-0.12675916749256633,0.054192269573835494,69,False,False,AC
653,38790,4.6,10,hitachi,1.5,Ton,5.0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.565943539941884,2.25,100,21.159999999999997,15.0,6.8999999999999995,46.0,0,1,0,0,-0.9583746283448953,0.22324083250743332,0.054192269573835494,69,False,False,AC
654,36250,4.35,12,hitachi,1.5,Ton,3.0,1,1,1,1,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.498222246109226,2.25,144,18.922499999999996,18.0,6.5249999999999995,52.199999999999996,6,0,0,0,1.0416253716551047,-0.026759167492566682,0.054192269573835494,69,False,False,AC
655,51750,4.15,10,hitachi,1.5,Ton,5.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.854199034612414,2.25,100,17.222500000000004,15.0,6.2250000000000005,41.5,0,0,0,0,-0.9583746283448953,-0.22675916749256597,0.054192269573835494,69,False,False,AC
656,31990,4.05,11,daikin,1.0,Ton,3.0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.373209892223665,1.0,121,16.4025,11.0,4.05,44.55,0,0,0,0,0.041625371655104715,-0.3267591674925665,-0.4458077304261645,66,False,False,AC
657,33080,4.35,9,panasonic,1.0,Ton,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.406714378426788,1.0,81,18.922499999999996,9.0,4.35,39.15,0,1,0,0,-1.9583746283448953,-0.026759167492566682,-0.4458077304261645,123,False,False,AC
658,39990,4.7,9,panasonic,1.5,Ton,2.0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.596409707779776,2.25,81,22.090000000000003,13.5,7.050000000000001,42.300000000000004,0,1,0,0,-1.9583746283448953,0.32324083250743385,0.054192269573835494,123,False,False,AC
659,42090,4.0,11,panasonic,1.5,Ton,3.0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.647589220094883,2.25,121,16.0,16.5,6.0,44.0,0,1,0,0,0.041625371655104715,-0.3767591674925663,0.054192269573835494,123,False,False,AC
660,58700,4.45,13,panasonic,2.0,Ton,3.0,1,1,1,1,1,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.980212041446208,4.0,169,19.802500000000002,26.0,8.9,57.85,6,1,0,0,2.0416253716551047,0.07324083250743385,0.5541922695738355,123,False,False,AC
661,43990,4.15,11,voltas,1.5,Ton,3.0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.691740346523579,2.25,121,17.222500000000004,16.5,6.2250000000000005,45.650000000000006,0,1,0,0,0.041625371655104715,-0.22675916749256597,0.054192269573835494,218,False,False,AC
662,32290,4.55,11,godrej,1.5,Ton,3.0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.382543832613134,2.25,121,20.702499999999997,16.5,6.824999999999999,50.05,0,1,0,0,0.041625371655104715,0.1732408325074335,0.054192269573835494,230,False,False,AC
663,34500,4.45,11,godrej,1.5,Ton,3.0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.448743588106625,2.25,121,19.802500000000002,16.5,6.675000000000001,48.95,0,1,0,0,0.041625371655104715,0.07324083250743385,0.054192269573835494,230,False,False,AC
664,28490,4.65,10,whirlpool,1.0,Ton,3.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.257343526911063,1.0,100,21.622500000000002,10.0,4.65,46.5,0,0,0,0,-0.9583746283448953,0.27324083250743403,-0.4458077304261645,255,False,False,AC
665,39490,4.45,10,whirlpool,2.0,Ton,3.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.583828076826626,4.0,100,19.802500000000002,20.0,8.9,44.5,0,0,0,0,-0.9583746283448953,0.07324083250743385,0.5541922695738355,255,False,False,AC
666,29450,4.05,10,whirlpool,1.0,Ton,3.0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.290483144360632,1.0,100,16.4025,10.0,4.05,40.5,0,1,0,0,-0.9583746283448953,-0.3267591674925665,-0.4458077304261645,255,False,False,AC
667,53990,4.5,10,voltas,2.0,Ton,3.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.896572644989313,4.0,100,20.25,20.0,9.0,45.0,0,0,0,0,-0.9583746283448953,0.12324083250743367,0.5541922695738355,218,False,False,AC
668,29490,4.4,10,voltas,1.5,Ton,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.29184041103433,2.25,100,19.360000000000003,15.0,6.6000000000000005,44.0,0,0,0,0,-0.9583746283448953,0.02324083250743403,0.054192269573835494,218,False,False,AC
669,34490,4.35,12,voltas,1.0,Ton,3.0,1,1,1,0,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.448453699421849,1.0,144,18.922499999999996,12.0,4.35,52.199999999999996,4,0,0,0,1.0416253716551047,-0.026759167492566682,-0.4458077304261645,218,False,False,AC
670,41989,4.45,11,ifb,1.5,Ton,5.0,1,1,1,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.645186773678239,2.25,121,19.802500000000002,16.5,6.675000000000001,48.95,4,0,0,0,0.041625371655104715,0.07324083250743385,0.054192269573835494,151,False,False,AC
671,45890,4.5,11,haier,1.6,Ton,3.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.734024298391375,2.5600000000000005,121,20.25,17.6,7.2,49.5,0,0,0,0,0.041625371655104715,0.12324083250743367,0.15419226957383558,309,False,False,AC
672,34489,4.5,10,panasonic,1.0,Ton,3.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.448424705930886,1.0,100,20.25,10.0,4.5,45.0,0,0,0,0,-0.9583746283448953,0.12324083250743367,-0.4458077304261645,123,False,False,AC
673,61989,4.5,12,panasonic,2.0,Ton,4.0,1,1,1,1,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.034728360695965,4.0,144,20.25,24.0,9.0,54.0,6,0,0,0,1.0416253716551047,0.12324083250743367,0.5541922695738355,123,False,False,AC
674,38990,4.25,12,samsung,1.5,Ton,3.0,1,1,1,1,1,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.571086129249698,2.25,144,18.0625,18.0,6.375,51.0,6,0,0,0,1.0416253716551047,-0.12675916749256633,0.054192269573835494,268,False,False,AC
675,31990,4.35,12,motorola,1.5,Ton,3.0,1,1,1,0,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.373209892223665,2.25,144,18.922499999999996,18.0,6.5249999999999995,52.199999999999996,4,0,0,0,1.0416253716551047,-0.026759167492566682,0.054192269573835494,23,False,False,AC
676,33990,4.55,12,croma,1.0,Ton,5.0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.43385106267516,1.0,144,20.702499999999997,12.0,4.55,54.599999999999994,0,0,0,0,1.0416253716551047,0.1732408325074335,-0.4458077304261645,48,False,False,AC
677,30490,4.1,11,croma,1.0,Ton,3.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.32518683708304,1.0,121,16.81,11.0,4.1,45.099999999999994,0,0,0,0,0.041625371655104715,-0.2767591674925667,-0.4458077304261645,48,False,False,AC
678,29990,4.6,11,realme,1.6,Ton,3.0,1,1,1,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.30865261563529,2.5600000000000005,121,21.159999999999997,17.6,7.359999999999999,50.599999999999994,4,0,0,0,0.041625371655104715,0.22324083250743332,0.15419226957383558,39,False,False,AC
679,43490,4.15,13,midea,2.0,Ton,3.0,1,1,1,1,1,3,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.680309299119006,4.0,169,17.222500000000004,26.0,8.3,53.95,6,0,0,0,2.0416253716551047,-0.22675916749256597,0.5541922695738355,29,False,False,AC
680,35990,4.65,12,blue star,1.0,Ton,3.0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.491024186183038,1.0,144,21.622500000000002,12.0,4.65,55.800000000000004,0,0,0,0,1.0416253716551047,0.27324083250743403,-0.4458077304261645,165,False,False,AC
681,45990,4.25,13,panasonic,1.5,Ton,3.0,1,1,1,1,1,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.736201004154935,2.25,169,18.0625,19.5,6.375,55.25,6,1,0,0,2.0416253716551047,-0.12675916749256633,0.054192269573835494,123,False,False,AC
682,35800,4.75,11,ifb,1.5,Ton,3.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.485731104959568,2.25,121,22.5625,16.5,7.125,52.25,0,0,0,0,0.041625371655104715,0.3732408325074337,0.054192269573835494,151,False,False,AC
683,50989,4.6,12,samsung,2.0,Ton,3.0,1,1,1,1,1,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.839384814049202,4.0,144,21.159999999999997,24.0,9.2,55.199999999999996,6,0,0,0,1.0416253716551047,0.22324083250743332,0.5541922695738355,268,False,False,AC
684,36590,4.75,10,panasonic,1.0,Ton,3.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.507557587511348,1.0,100,22.5625,10.0,4.75,47.5,0,0,0,0,-0.9583746283448953,0.3732408325074337,-0.4458077304261645,123,False,False,AC
685,32990,4.45,12,croma,1.0,Ton,5.0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.403990075979044,1.0,144,19.802500000000002,12.0,4.45,53.400000000000006,0,0,0,0,1.0416253716551047,0.07324083250743385,-0.4458077304261645,48,False,False,AC
686,32490,4.05,12,croma,1.5,Ton,3.0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.38871840689063,2.25,144,16.4025,18.0,6.074999999999999,48.599999999999994,0,0,0,0,1.0416253716551047,-0.3267591674925665,0.054192269573835494,48,False,False,AC
687,41989,4.1,14,carrier,1.0,Ton,5.0,1,1,1,1,1,3,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.645186773678239,1.0,196,16.81,14.0,4.1,57.39999999999999,6,0,0,0,3.0416253716551047,-0.2767591674925667,-0.4458077304261645,64,False,False,AC
688,32490,4.55,12,samsung,1.0,Ton,3.0,1,1,1,1,1,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.38871840689063,1.0,144,20.702499999999997,12.0,4.55,54.599999999999994,6,0,0,0,1.0416253716551047,0.1732408325074335,-0.4458077304261645,268,False,False,AC
689,32490,4.6,12,croma,1.5,Ton,3.0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.38871840689063,2.25,144,21.159999999999997,18.0,6.8999999999999995,55.199999999999996,0,0,0,0,1.0416253716551047,0.22324083250743332,0.054192269573835494,48,False,False,AC
690,29490,4.3,12,croma,1.0,Ton,3.0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.29184041103433,1.0,144,18.49,12.0,4.3,51.599999999999994,0,0,0,0,1.0416253716551047,-0.0767591674925665,-0.4458077304261645,48,False,False,AC
