,price,rating,category,n_features,brand_name,capacity_value,capacity_unit,star_rating,has_star_rating,has_inverter,has_wifi,has_voice_control,has_app_control,smart_connectivity_score,model_year,is_recent_model,appliance_age,ac_split,ac_window,ac_pm25_filter,ac_hepa_filter,ac_auto_clean,ac_hot_and_cold,ac_copper_condenser,ac_Dehumidification,ac_Turbo Mode,ac_Self Diagnosis,ref_single_door,ref_multi_door,ref_chest_freezer,ref_side_door,ref_french_door,ref_double_door,ref_triple_door,ref_frost_free,ref_convertible,ref_door_alarm,ref_door_lock,ref_dispenser,ref_door_display,ref_mini,wm_fully_automatic,wm_semi_automatic,wm_with_dryer,wm_washer_only,wm_dryer_only,wm_front_load,wm_top_load,wm_inbuilt_heater,wm_quick_wash,wm_ss_tub,wm_child_lock,wm_shock_proof,wm_display
445,79990,4.5,AC,12,daikin,2.6,Ton,4.0,1,1,0,0,0,0,2024,1,2,1,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,30990,4.05,AC,10,tcl,1.5,Ton,3.0,1,1,0,0,0,0,2025,1,1,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,35800,4.15,AC,12,ifb,1.0,Ton,5.0,1,1,1,0,1,2,2025,1,1,1,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,27490,4.25,AC,12,marq,1.0,Ton,5.0,1,1,0,0,0,0,2025,1,1,1,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,30991,4.7,AC,10,hitachi,1.0,Ton,3.0,1,1,0,0,0,0,2025,1,1,1,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,31990,4.0,AC,11,ifb,1.5,Ton,3.0,1,1,0,0,0,0,2025,1,1,1,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,37990,4.3,AC,10,godrej,2.0,Ton,3.0,1,1,0,0,0,0,2024,1,2,1,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,27990,4.35,AC,11,godrej,1.0,Ton,3.0,1,1,0,0,0,0,2025,1,1,1,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,26490,4.1,AC,11,godrej,1.0,Ton,3.0,1,1,0,0,0,0,2025,1,1,1,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,34490,4.3,AC,11,lg,1.0,Ton,3.0,1,1,0,0,0,0,2024,1,2,1,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,48900,4.7,AC,12,carrier,2.0,Ton,3.0,1,1,1,0,1,2,2024,1,2,1,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,34190,4.6,AC,11,carrier,1.5,Ton,3.0,1,1,0,0,0,0,2025,1,1,1,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,49990,4.4,AC,11,carrier,2.0,Ton,5.0,1,1,0,0,0,0,2025,1,1,1,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,36000,4.1,AC,11,carrier,1.5,Ton,3.0,1,1,1,0,1,2,2024,1,2,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,29994,4.05,AC,12,carrier,1.0,Ton,3.0,1,1,1,0,1,2,2024,1,2,1,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,43590,4.55,AC,11,haier,1.6,Ton,5.0,1,1,0,0,0,0,2025,1,1,1,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,51253,4.1,AC,11,haier,1.5,Ton,3.0,1,1,0,0,0,0,2025,1,1,1,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,32990,4.75,AC,9,hitachi,1.0,Ton,3.0,1,0,0,0,0,0,2025,1,1,1,0,0,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,52900,4.45,AC,11,panasonic,1.5,Ton,3.0,1,1,0,0,0,0,2025,1,1,1,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,37299,4.05,AC,9,hitachi,1.5,Ton,3.0,1,1,0,0,0,0,2025,1,1,0,1,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,35990,4.45,AC,11,hitachi,1.5,Ton,3.0,1,1,0,0,0,0,2025,1,1,1,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,42490,4.6,AC,11,hitachi,1.5,Ton,5.0,1,1,0,0,0,0,2024,1,2,1,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,42990,4.55,AC,11,panasonic,2.0,Ton,3.0,1,1,0,0,0,0,2025,1,1,1,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,37500,4.4,AC,10,panasonic,1.5,Ton,3.0,1,1,1,0,0,1,2025,1,1,1,0,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,60055,4.3,AC,12,lg,1.0,Ton,3.0,1,1,0,0,0,0,2025,1,1,1,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,36990,4.05,AC,12,lg,1.0,Ton,5.0,1,1,0,0,0,0,2025,1,1,1,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,40976,4.1,AC,11,lg,1.5,Ton,3.0,1,1,1,0,1,2,2025,1,1,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,53900,4.5,AC,10,panasonic,1.0,Ton,3.0,1,1,0,0,0,0,2025,1,1,1,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,39999,4.25,AC,10,godrej,2.0,Ton,3.0,1,1,0,0,0,0,2025,1,1,1,0,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,45299,4.35,AC,12,panasonic,1.5,Ton,5.0,1,1,1,1,1,3,2025,1,1,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,31990,4.45,AC,12,samsung,1.5,Ton,3.0,1,1,0,0,0,0,,,,1,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,85000,4.35,AC,11,blue star,2.2,Ton,2.0,1,0,1,0,1,2,2024,1,2,1,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,33994,4.25,AC,11,croma,1.6,Ton,4.0,1,1,0,0,0,0,2024,1,2,1,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,33990,4.1,AC,11,godrej,1.5,Ton,5.0,1,1,0,0,0,0,2024,1,2,1,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,81990,4.75,AC,13,samsung,1.5,Ton,5.0,1,1,1,1,1,3,2025,1,1,1,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,31990,4.25,AC,10,samsung,1.5,Ton,3.0,1,1,0,0,0,0,,,,1,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,35850,4.4,AC,10,voltas,1.5,Ton,3.0,1,1,0,0,0,0,2024,1,2,1,0,0,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,62241,4.0,AC,11,panasonic,2.0,Ton,3.0,1,1,0,0,0,0,2024,1,2,1,0,0,0,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,41990,4.7,AC,10,lloyd,2.0,Ton,3.0,1,1,0,0,0,0,2024,1,2,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,36699,4.1,AC,11,blue star,1.5,Ton,3.0,1,1,0,0,0,0,2023,0,3,1,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,28490,4.55,AC,11,godrej,1.4,Ton,3.0,1,1,0,0,0,0,2024,1,2,1,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,36900,4.15,AC,11,daikin,1.5,Ton,3.0,1,1,0,0,0,0,2024,1,2,1,0,1,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,37700,4.15,AC,12,godrej,0.8,Ton,3.0,1,1,0,0,0,0,2024,1,2,1,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,45763,4.05,AC,9,blue star,1.5,Ton,5.0,1,1,0,0,0,0,2024,1,2,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,38989,4.4,AC,12,voltas,1.5,Ton,5.0,1,1,0,0,0,0,2024,1,2,1,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,42950,4.1,AC,11,haier,1.6,Ton,5.0,1,1,0,0,0,0,2024,1,2,1,0,0,0,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,28639,4.35,AC,11,godrej,1.5,Ton,3.0,1,0,0,0,0,0,2024,1,2,0,1,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,32549,4.1,AC,10,godrej,1.7,Ton,3.0,1,1,0,0,0,0,2024,1,2,1,0,0,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,33990,4.15,AC,11,voltas,1.5,Ton,3.0,1,1,0,0,0,0,2024,1,2,1,0,0,0,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,38200,4.0,AC,11,carrier,1.5,Ton,3.0,1,1,0,0,0,0,2024,1,2,1,0,0,0,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,36799,4.55,AC,12,godrej,1.4,Ton,5.0,1,1,0,0,0,0,2024,1,2,1,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,27990,4.35,AC,11,voltas,1.0,Ton,3.0,1,1,0,0,0,0,2024,1,2,1,0,0,0,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,42850,4.45,AC,11,haier,1.6,Ton,5.0,1,1,0,0,0,0,2023,0,3,1,0,0,0,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,31766,4.35,AC,10,carrier,1.5,Ton,3.0,1,0,0,0,0,0,2024,1,2,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,45000,4.2,AC,11,blue star,1.5,Ton,5.0,1,1,0,0,0,0,2023,0,3,1,0,0,0,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,34150,4.65,AC,11,lloyd,1.5,Ton,3.0,1,1,0,0,0,0,2024,1,2,1,0,0,0,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,37500,4.15,AC,11,blue star,1.0,Ton,5.0,1,1,0,0,0,0,2023,0,3,1,0,0,0,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,39990,4.7,AC,10,blue star,1.0,Ton,3.0,1,1,0,0,0,0,2023,0,3,1,0,0,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,47990,4.65,AC,11,haier,1.5,Ton,4.0,1,1,0,0,0,0,2023,0,3,1,0,0,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,37858,4.65,AC,11,blue star,1.5,Ton,3.0,1,1,0,0,0,0,2023,0,3,1,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,39990,4.25,AC,11,blue star,2.0,Ton,3.0,1,1,0,0,0,0,2024,1,2,0,1,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,38490,4.4,AC,11,lloyd,1.5,Ton,5.0,1,1,0,0,0,0,2023,0,3,1,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,29890,4.15,AC,12,whirlpool,1.5,Ton,3.0,1,1,0,0,0,0,2024,1,2,1,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,29448,4.45,AC,11,lloyd,1.0,Ton,3.0,1,1,0,0,0,0,2024,1,2,1,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,33999,4.45,AC,11,carrier,1.5,Ton,3.0,1,1,0,0,0,0,,,,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,42766,4.75,AC,11,blue star,1.5,Ton,5.0,1,1,0,0,0,0,2024,1,2,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,38530,4.5,AC,11,panasonic,1.5,Ton,3.0,1,1,0,0,0,0,2023,0,3,1,0,0,0,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,49335,4.7,AC,11,panasonic,1.5,Ton,3.0,1,0,0,0,0,0,2024,1,2,1,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,47870,4.6,AC,11,panasonic,1.5,Ton,5.0,1,1,0,0,0,0,2024,1,2,1,0,0,0,1,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,76500,4.15,AC,11,haier,1.6,Ton,5.0,1,1,0,0,0,0,2024,1,2,1,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,31490,4.55,AC,11,voltas,1.5,Ton,3.0,1,1,0,0,0,0,2024,1,2,1,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,64500,4.3,AC,11,blue star,1.5,Ton,3.0,1,1,0,0,0,0,,,,1,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,50569,4.2,AC,11,blue star,1.5,Ton,5.0,1,1,0,0,0,0,2023,0,3,1,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,31850,4.2,AC,11,ifb,1.0,Ton,3.0,1,1,0,0,0,0,2024,1,2,1,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,38990,4.1,AC,12,hisense,1.5,Ton,5.0,1,1,0,0,0,0,2024,1,2,1,0,0,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,46035,4.25,AC,10,panasonic,1.5,Ton,3.0,1,1,0,0,0,0,2024,1,2,1,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,36999,4.75,AC,10,haier,1.5,Ton,4.0,1,1,0,0,0,0,2024,1,2,1,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,42090,4.6,AC,12,godrej,2.0,Ton,3.0,1,1,0,0,0,0,2023,0,3,1,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,38500,4.75,AC,11,godrej,1.5,Ton,5.0,1,1,0,0,0,0,2022,0,4,1,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,35990,4.75,AC,12,lloyd,1.5,Ton,3.0,1,1,0,0,0,0,,,,1,0,0,0,0,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,28990,4.6,AC,11,lloyd,1.0,Ton,3.0,1,1,0,0,0,0,2023,0,3,1,0,0,0,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,38000,4.6,AC,11,godrej,1.7,Ton,5.0,1,1,0,0,0,0,,,,1,0,0,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,35990,4.1,AC,11,lloyd,1.5,Ton,3.0,1,1,0,0,0,0,2023,0,3,1,0,0,0,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,48990,4.6,AC,11,godrej,2.5,Ton,3.0,1,1,0,0,0,0,,,,1,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,28590,4.4,AC,11,croma,1.5,Ton,3.0,1,1,0,0,0,0,2023,0,3,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,40900,4.35,AC,10,onida,1.0,Ton,3.0,1,1,0,0,0,0,2023,0,3,1,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,40490,4.0,AC,11,haier,1.5,Ton,5.0,1,1,0,0,0,0,2023,0,3,1,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,31200,4.5,AC,10,lloyd,1.0,Ton,3.0,1,1,0,0,0,0,2023,0,3,1,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,35000,4.0,AC,10,carrier,1.0,Ton,3.0,1,1,0,0,0,0,2023,0,3,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,51500,4.35,AC,10,blue star,1.0,Ton,3.0,1,1,0,0,0,0,,,,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,37190,4.65,AC,11,midea,1.5,Ton,5.0,1,1,0,0,0,0,2024,1,2,1,0,0,0,1,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,32990,4.3,AC,11,haier,1.5,Ton,3.0,1,1,0,0,0,0,2023,0,3,1,0,0,0,1,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,38990,4.65,AC,10,panasonic,1.0,Ton,5.0,1,1,0,0,0,0,,,,1,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,32490,4.3,AC,11,panasonic,1.0,Ton,3.0,1,1,0,0,0,0,2024,1,2,1,0,0,0,1,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,43450,4.6,AC,13,haier,1.6,Ton,5.0,1,1,1,1,1,3,2024,1,2,1,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,49600,4.75,AC,11,carrier,2.0,Ton,3.0,1,1,0,0,0,0,2024,1,2,1,0,0,0,1,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,37150,4.35,AC,11,blue star,1.0,Ton,5.0,1,1,0,0,0,0,2024,1,2,1,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,45551,4.05,AC,11,blue star,1.5,Ton,5.0,1,1,0,0,0,0,2023,0,3,1,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,46490,4.4,AC,12,lg,1.5,Ton,5.0,1,1,0,0,0,0,2023,0,3,1,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,63955,4.65,AC,11,lg,2.0,Ton,3.0,1,1,0,0,0,0,2024,1,2,1,0,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,40540,4.6,AC,9,o general,1.2,Ton,3.0,1,0,0,0,0,0,2023,0,3,0,1,0,0,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,45400,4.05,AC,12,lloyd,1.5,Ton,5.0,1,1,0,0,0,0,2023,0,3,1,0,0,0,0,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,25999,4.4,AC,11,marq,0.7,Ton,3.0,1,1,0,0,0,0,2023,0,3,1,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,34490,4.6,AC,12,blue star,1.5,Ton,3.0,1,1,0,0,0,0,2023,0,3,1,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,45990,4.2,AC,10,blue star,2.0,Ton,3.0,1,0,0,0,0,0,2022,0,4,1,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,34150,4.2,AC,11,lloyd,1.5,Ton,3.0,1,1,0,0,0,0,2023,0,3,1,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,78799,4.2,AC,12,lg,1.5,Ton,4.0,1,1,0,0,0,0,2023,0,3,1,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,26490,4.1,AC,9,croma,1.0,Ton,3.0,1,0,0,0,0,0,2022,0,4,0,1,0,0,1,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,74721,4.75,AC,12,lg,1.5,Ton,3.0,1,1,0,0,0,0,2023,0,3,1,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,42490,4.0,AC,11,voltas,2.0,Ton,3.0,1,1,0,0,0,0,,,,1,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,35800,4.55,AC,12,ifb,1.5,Ton,3.0,1,1,0,0,0,0,2023,0,3,1,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,33990,4.7,AC,10,candy,1.5,Ton,5.0,1,1,0,0,0,0,2023,0,3,0,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,26738,4.0,AC,10,lloyd,1.0,Ton,3.0,1,0,0,0,0,0,2023,0,3,0,1,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,37990,4.2,AC,12,godrej,2.0,Ton,3.0,1,1,0,0,0,0,2022,0,4,1,0,0,0,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,42850,4.2,AC,10,hitachi,1.5,Ton,5.0,1,1,0,0,0,0,2023,0,3,1,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,39990,4.45,AC,12,blue star,1.5,Ton,5.0,1,1,0,0,0,0,2023,0,3,1,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,28990,4.35,AC,10,voltas,1.3,Ton,3.0,1,1,0,0,0,0,2023,0,3,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,52430,4.35,AC,10,o general,1.5,Ton,3.0,1,1,0,0,0,0,2023,0,3,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,63200,4.2,AC,10,o general,2.0,Ton,3.0,1,1,0,0,0,0,2023,0,3,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,32990,4.05,AC,9,hitachi,1.8,Ton,2.0,1,0,0,0,0,0,2023,0,3,1,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,38990,4.2,AC,10,hitachi,1.8,Ton,4.0,1,1,0,0,0,0,2023,0,3,1,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,43400,4.1,AC,10,hitachi,1.5,Ton,5.0,1,1,0,0,0,0,2023,0,3,1,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,46500,4.6,AC,10,blue star,1.5,Ton,5.0,1,1,0,0,0,0,2022,0,4,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,40490,4.75,AC,10,hisense,1.5,Ton,5.0,1,1,0,0,0,0,2022,0,4,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,37590,4.65,AC,10,haier,1.6,Ton,3.0,1,0,0,0,0,0,2023,0,3,1,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,31490,4.45,AC,11,lloyd,1.0,Ton,5.0,1,1,0,0,0,0,2022,0,4,1,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,38350,4.0,AC,10,haier,1.5,Ton,5.0,1,1,0,0,0,0,2023,0,3,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,47390,4.2,AC,11,panasonic,2.0,Ton,3.0,1,1,0,0,0,0,2023,0,3,1,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,48900,4.35,AC,11,carrier,2.0,Ton,3.0,1,1,0,0,0,0,2023,0,3,1,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,64490,4.55,AC,13,lg,2.0,Ton,3.0,1,1,0,0,0,0,2023,0,3,1,0,0,0,0,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,47500,4.6,AC,12,lg,1.5,Ton,5.0,1,1,0,0,0,0,2023,0,3,1,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,73022,4.2,AC,13,lg,1.0,Ton,3.0,1,1,0,0,0,0,2023,0,3,1,0,0,0,0,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,50490,4.2,AC,11,lloyd,2.0,Ton,5.0,1,1,0,0,0,0,2023,0,3,1,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,66198,4.65,AC,10,lloyd,1.5,Ton,3.0,1,0,0,0,0,0,2023,0,3,1,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,42500,4.15,AC,11,whirlpool,1.5,Ton,5.0,1,1,0,0,0,0,2023,0,3,1,0,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,33044,4.45,AC,9,hitachi,1.5,Ton,3.0,1,0,0,0,0,0,2022,0,4,1,0,0,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,37990,4.25,AC,11,samsung,1.5,Ton,5.0,1,1,0,0,0,0,2023,0,3,1,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,54990,4.5,AC,11,lg,2.0,Ton,3.0,1,1,0,0,0,0,2023,0,3,1,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,36190,4.75,AC,12,godrej,1.5,Ton,3.0,1,1,0,0,0,0,2023,0,3,1,0,0,0,0,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,30490,4.45,AC,11,realme,1.5,Ton,4.0,1,1,0,0,0,0,2023,0,3,1,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,26000,4.0,AC,11,voltas,1.0,Ton,3.0,1,0,0,0,0,0,,,,0,1,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,32999,4.25,AC,11,godrej,1.5,Ton,3.0,1,1,0,0,0,0,2022,0,4,1,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
